iteration,vertex_id,degree,normalized_degree,dual,weighted_neighbor_dual,complement_degree,stable_set_occurrences,is_selected
0,0,16,0.011388,0.000000,0.057071,1389,196,1
0,1,16,0.011388,0.000000,0.000000,1389,110,0
0,2,16,0.011388,0.000000,0.084773,1389,181,0
0,3,16,0.011388,0.000000,0.000000,1389,120,0
0,4,16,0.011388,0.000000,0.084068,1389,173,1
0,5,16,0.011388,0.000000,0.000000,1389,122,1
0,6,16,0.011388,0.000000,0.187610,1389,166,0
0,7,16,0.011388,0.000000,0.000000,1389,126,0
0,8,16,0.011388,0.000000,0.181821,1389,162,0
0,9,16,0.011388,0.000000,0.154824,1389,122,0
0,10,16,0.011388,0.064034,0.102837,1389,96,0
0,11,16,0.011388,0.000000,0.000036,1389,182,1
0,12,16,0.011388,0.000000,0.045172,1389,111,0
0,13,16,0.011388,0.000000,0.056626,1389,169,0
0,14,16,0.011388,0.000000,0.018823,1389,102,0
0,15,16,0.011388,0.000000,0.000000,1389,165,1
0,16,16,0.011388,0.000000,0.045172,1389,115,0
0,17,16,0.011388,0.000000,0.161852,1389,162,0
0,18,16,0.011388,0.000000,0.024846,1389,101,0
0,19,16,0.011388,0.000000,0.136589,1389,156,0
0,20,16,0.011388,0.000000,0.136589,1389,114,0
0,21,16,0.011388,0.000000,0.111284,1389,105,0
0,22,16,0.011388,0.000000,0.067858,1389,182,1
0,23,16,0.011388,0.000000,0.054236,1389,123,0
0,24,16,0.011388,0.028740,0.036753,1389,157,1
0,25,16,0.011388,0.000000,0.081830,1389,110,0
0,26,16,0.011388,0.000000,0.086285,1389,170,1
0,27,16,0.011388,0.000000,0.000000,1389,127,1
0,28,16,0.011388,0.000000,0.038955,1389,153,0
0,29,16,0.011388,0.000000,0.030176,1389,123,0
0,30,16,0.011388,0.000000,0.045232,1389,180,0
0,31,16,0.011388,0.000000,0.018235,1389,128,0
0,32,16,0.011388,0.000000,0.013354,1389,114,0
0,33,16,0.011388,0.000000,0.000036,1389,87,1
0,34,16,0.011388,0.000000,0.045172,1389,79,0
0,35,16,0.011388,0.000000,0.048574,1389,84,0
0,36,16,0.011388,0.000000,0.018823,1389,76,0
0,37,16,0.011388,0.000000,0.017864,1389,84,1
0,38,16,0.011388,0.000000,0.045172,1389,80,0
0,39,16,0.011388,0.000000,0.066192,1389,84,0
0,40,16,0.011388,0.000000,0.024846,1389,74,0
0,41,16,0.011388,0.000000,0.017864,1389,77,1
0,42,16,0.011388,0.000000,0.000000,1389,75,1
0,43,16,0.011388,0.000000,0.023676,1389,74,0
0,44,12,0.008541,0.000000,0.033034,1393,196,1
0,45,12,0.008541,0.000000,0.076483,1393,190,0
0,46,12,0.008541,0.000000,0.030817,1393,184,1
0,47,12,0.008541,0.000000,0.104077,1393,182,0
0,48,12,0.008541,0.000000,0.024464,1393,200,1
0,49,12,0.008541,0.000000,0.022247,1393,196,1
0,50,12,0.008541,0.000000,0.022247,1393,192,0
0,51,12,0.008541,0.000000,0.052423,1393,181,0
0,52,12,0.008541,0.000000,0.022247,1393,200,1
0,53,12,0.008541,0.000000,0.022247,1393,199,1
0,54,12,0.008541,0.000000,0.024829,1393,191,0
0,55,44,0.031317,0.000000,0.070859,1361,63,0
0,56,16,0.011388,0.000000,0.105604,1389,186,0
0,57,16,0.011388,0.000000,0.032582,1389,101,0
0,58,16,0.011388,0.000000,0.029278,1389,159,0
0,59,16,0.011388,0.000000,0.002816,1389,102,0
0,60,16,0.011388,0.000000,0.103323,1389,167,0
0,61,16,0.011388,0.000000,0.088670,1389,113,0
0,62,16,0.011388,0.000000,0.034626,1389,158,0
0,63,16,0.011388,0.000000,0.059372,1389,109,0
0,64,16,0.011388,0.000000,0.153581,1389,146,0
0,65,16,0.011388,0.000000,0.185488,1389,107,0
0,66,16,0.011388,0.000000,0.093998,1389,101,0
0,67,16,0.011388,0.000000,0.068098,1389,165,0
0,68,16,0.011388,0.000000,0.058152,1389,100,0
0,69,16,0.011388,0.000000,0.029278,1389,150,0
0,70,16,0.011388,0.000000,0.018823,1389,98,0
0,71,16,0.011388,0.000000,0.038821,1389,149,0
0,72,16,0.011388,0.021457,0.116095,1389,103,0
0,73,16,0.011388,0.000000,0.037336,1389,151,0
0,74,16,0.011388,0.000000,0.078195,1389,100,0
0,75,16,0.011388,0.000000,0.109208,1389,147,0
0,76,16,0.011388,0.000000,0.167151,1389,110,0
0,77,16,0.011388,0.011278,0.096708,1389,99,0
0,78,16,0.011388,0.000000,0.111457,1389,177,1
0,79,16,0.011388,0.000000,0.069418,1389,117,0
0,80,16,0.011388,0.016432,0.089461,1389,155,1
0,81,16,0.011388,0.000000,0.057710,1389,105,0
0,82,16,0.011388,0.000000,0.072793,1389,161,1
0,83,16,0.011388,0.000000,0.050563,1389,114,1
0,84,16,0.011388,0.000000,0.034287,1389,160,0
0,85,16,0.011388,0.000000,0.009996,1389,116,0
0,86,16,0.011388,0.001400,0.044373,1389,158,0
