iteration,vertex_id,degree,normalized_degree,dual,weighted_neighbor_dual,complement_degree,stable_set_occurrences,is_selected
0,0,4,0.078431,0.000000,0.000000,47,218,0
0,1,4,0.078431,-0.000000,0.000000,47,125,0
0,2,6,0.117647,0.000000,1.000000,45,156,0
0,3,6,0.117647,-0.000000,1.000000,45,112,0
0,4,6,0.117647,0.000000,1.000000,45,191,0
0,5,6,0.117647,0.000000,1.000000,45,159,0
0,6,6,0.117647,0.000000,2.000000,45,151,0
0,7,6,0.117647,0.000000,2.000000,45,133,0
0,8,10,0.196078,0.750000,3.000000,41,83,1
0,9,10,0.196078,0.750000,3.000000,41,84,0
0,10,10,0.196078,0.750000,3.000000,41,87,0
0,11,10,0.196078,0.750000,3.000000,41,82,0
0,12,5,0.098039,0.000000,0.250000,46,156,0
0,13,5,0.098039,-0.000000,0.250000,46,113,0
0,14,7,0.137255,0.000000,1.000000,44,110,0
0,15,7,0.137255,-0.000000,1.000000,44,96,0
0,16,7,0.137255,0.000000,1.000000,44,145,0
0,17,7,0.137255,0.000000,1.000000,44,126,0
0,18,7,0.137255,0.000000,1.750000,44,121,0
0,19,7,0.137255,0.000000,1.750000,44,122,0
0,20,11,0.215686,0.250000,2.500000,40,80,1
0,21,11,0.215686,0.250000,2.500000,40,78,0
0,22,11,0.215686,0.250000,2.500000,40,73,0
0,23,11,0.215686,0.250000,2.500000,40,79,0
0,24,5,0.098039,0.000000,0.000000,46,191,0
0,25,5,0.098039,0.000000,0.000000,46,164,0
0,26,7,0.137255,-0.000000,0.250000,44,159,0
0,27,7,0.137255,-0.000000,0.250000,44,141,0
0,28,7,0.137255,0.000000,0.250000,44,176,0
0,29,7,0.137255,0.000000,0.250000,44,176,0
0,30,7,0.137255,0.000000,0.500000,44,177,0
0,31,7,0.137255,0.000000,0.500000,44,182,0
0,32,11,0.215686,0.000000,0.750000,40,141,0
0,33,11,0.215686,-0.000000,0.750000,40,138,0
0,34,11,0.215686,-0.000000,0.750000,40,135,0
0,35,11,0.215686,-0.000000,0.750000,40,143,0
0,36,4,0.078431,0.000000,0.000000,47,165,0
0,37,4,0.078431,0.000000,0.000000,47,164,0
0,38,5,0.098039,0.000000,0.000000,46,142,0
0,39,5,0.098039,0.000000,0.000000,46,146,0
0,40,5,0.098039,0.000000,0.000000,46,155,0
0,41,5,0.098039,0.000000,0.000000,46,164,0
0,42,5,0.098039,-0.000000,0.000000,46,164,0
0,43,5,0.098039,0.000000,0.000000,46,171,0
0,44,7,0.137255,0.000000,0.000000,44,124,0
0,45,7,0.137255,0.000000,0.000000,44,124,0
0,46,7,0.137255,-0.000000,0.000000,44,140,0
0,47,7,0.137255,0.000000,0.000000,44,123,0
0,48,15,0.294118,0.000000,0.250000,36,78,0
0,49,15,0.294118,0.250000,1.000000,36,85,0
0,50,15,0.294118,-0.000000,0.250000,36,53,0
0,51,15,0.294118,0.000000,0.250000,36,96,0
