iteration,vertex_id,degree,normalized_degree,dual,weighted_neighbor_dual,complement_degree,stable_set_occurrences,is_selected
0,0,8,0.016878,0.000000,0.000000,466,219,1
0,1,8,0.016878,0.000000,0.000000,466,116,0
0,2,8,0.016878,0.000000,0.013247,466,203,0
0,3,8,0.016878,0.000000,0.002997,466,122,0
0,4,8,0.016878,0.000000,0.000000,466,200,1
0,5,8,0.016878,0.000000,0.025322,466,126,0
0,6,8,0.016878,0.000000,0.013247,466,194,0
0,7,8,0.016878,0.000000,0.002997,466,128,0
0,8,8,0.016878,0.000000,0.053590,466,197,0
0,9,8,0.016878,0.000000,0.025322,466,136,0
0,10,8,0.016878,0.000000,0.045603,466,187,0
0,11,8,0.016878,0.000000,0.045603,466,125,0
0,12,8,0.016878,0.008959,0.053590,466,127,0
0,13,8,0.016878,0.000000,0.000000,466,209,1
0,14,8,0.016878,0.000000,0.000000,466,105,0
0,15,8,0.016878,0.000000,0.000000,466,190,1
0,16,8,0.016878,0.000000,0.034241,466,116,0
0,17,8,0.016878,0.000000,0.000000,466,194,1
0,18,8,0.016878,0.013247,0.000000,466,111,1
0,19,8,0.016878,0.025322,0.000000,466,176,1
0,20,8,0.016878,0.000000,0.034241,466,117,0
0,21,8,0.016878,0.000000,0.061425,466,193,0
0,22,8,0.016878,0.000000,0.037177,466,129,1
0,23,8,0.016878,0.000000,0.015971,466,178,1
0,24,8,0.016878,0.000000,0.015971,466,122,1
0,25,8,0.016878,0.002212,0.098602,466,126,0
0,26,8,0.016878,0.000000,0.075232,466,200,0
0,27,8,0.016878,0.000000,0.040162,466,116,0
0,28,8,0.016878,0.000000,0.045791,466,188,0
0,29,8,0.016878,0.000000,0.002997,466,122,0
0,30,8,0.016878,0.014097,0.078019,466,188,0
0,31,8,0.016878,0.000000,0.106386,466,124,0
0,32,8,0.016878,0.000000,0.045791,466,193,0
0,33,8,0.016878,0.000000,0.002997,466,121,0
0,34,8,0.016878,0.000000,0.002787,466,182,0
0,35,8,0.016878,0.000000,0.106935,466,131,0
0,36,8,0.016878,0.037177,0.103207,466,182,0
0,37,8,0.016878,0.007835,0.103207,466,130,0
0,38,8,0.016878,0.007012,0.040711,466,139,0
0,39,8,0.016878,0.000000,0.066552,466,192,1
0,40,8,0.016878,0.000000,0.015053,466,112,1
0,41,8,0.016878,0.040162,0.066552,466,181,1
0,42,8,0.016878,0.000000,0.059371,466,112,1
0,43,8,0.016878,0.000000,0.022804,466,179,0
0,44,8,0.016878,0.032544,0.015484,466,122,1
0,45,8,0.016878,0.030516,0.013318,466,180,1
0,46,8,0.016878,0.000000,0.059371,466,124,1
0,47,8,0.016878,0.000000,0.030640,466,187,0
0,48,8,0.016878,0.000000,0.054582,466,127,1
0,49,8,0.016878,0.009624,0.020330,466,185,1
0,50,8,0.016878,0.000000,0.007012,466,141,1
0,51,8,0.016878,0.000000,0.061987,466,132,1
0,52,8,0.016878,0.000000,0.075232,466,115,0
0,53,8,0.016878,0.029606,0.050310,466,99,0
0,54,8,0.016878,0.015053,0.037977,466,106,0
0,55,8,0.016878,0.000000,0.023950,466,95,0
0,56,8,0.016878,0.025130,0.078019,466,100,0
0,57,8,0.016878,0.000000,0.081064,466,98,0
0,58,8,0.016878,0.000431,0.037977,466,100,0
0,59,8,0.016878,0.006562,0.013802,466,95,0
0,60,8,0.016878,0.000000,0.002787,466,101,0
0,61,8,0.016878,0.000000,0.081613,466,93,0
0,62,8,0.016878,0.000000,0.066562,466,100,0
0,63,8,0.016878,0.000000,0.066562,466,100,0
0,64,8,0.016878,0.000000,0.040711,466,99,0
0,65,6,0.012658,0.010148,0.066552,468,208,1
0,66,6,0.012658,0.000000,0.015053,468,213,1
0,67,6,0.012658,0.000000,0.066552,468,214,1
0,68,6,0.012658,0.000000,0.025130,468,218,1
0,69,6,0.012658,0.000000,0.022804,468,205,0
0,70,6,0.012658,0.005433,0.015484,468,208,1
0,71,6,0.012658,0.000000,0.013318,468,218,1
0,72,6,0.012658,0.000000,0.025130,468,221,1
0,73,6,0.012658,0.000000,0.022804,468,221,0
0,74,6,0.012658,0.000000,0.017405,468,213,1
0,75,6,0.012658,0.000000,0.013318,468,229,1
0,76,6,0.012658,0.000000,0.000000,468,223,1
0,77,6,0.012658,0.000000,0.016974,468,220,1
0,78,26,0.054852,0.000000,0.029383,448,79,0
0,79,8,0.016878,0.000000,0.027250,466,200,0
0,80,8,0.016878,0.000000,0.000000,466,109,0
0,81,8,0.016878,0.000000,0.040497,466,182,0
0,82,8,0.016878,0.000000,0.017951,466,112,0
0,83,8,0.016878,0.000000,0.048819,466,189,0
0,84,8,0.016878,0.000000,0.028287,466,119,0
0,85,8,0.016878,0.000000,0.050127,466,181,0
0,86,8,0.016878,0.000000,0.072040,466,120,0
0,87,8,0.016878,0.000000,0.048819,466,190,0
0,88,8,0.016878,0.000000,0.028287,466,117,0
0,89,8,0.016878,0.000000,0.057303,466,171,0
0,90,8,0.016878,0.053590,0.074512,466,113,1
0,91,8,0.016878,0.000000,0.000000,466,115,0
0,92,8,0.016878,0.000000,0.000000,466,191,1
0,93,8,0.016878,0.000000,0.000000,466,106,0
0,94,8,0.016878,0.000000,0.000000,466,175,1
0,95,8,0.016878,0.000000,0.044561,466,112,0
0,96,8,0.016878,0.002997,0.016015,466,175,0
0,97,8,0.016878,0.000000,0.002965,466,117,1
0,98,8,0.016878,0.000000,0.016664,466,164,0
0,99,8,0.016878,0.000000,0.092798,466,114,0
0,100,8,0.016878,0.000000,0.079203,466,174,0
0,101,8,0.016878,0.000000,0.040142,466,124,1
0,102,8,0.016878,0.000000,0.041887,466,167,0
0,103,8,0.016878,0.000000,0.073460,466,115,1
0,104,8,0.016878,0.034432,0.100365,466,117,1
0,105,8,0.016878,0.000000,0.027250,466,191,0
0,106,8,0.016878,0.000000,0.040162,466,111,0
0,107,8,0.016878,0.000000,0.073041,466,175,0
0,108,8,0.016878,0.000000,0.041425,466,119,0
0,109,8,0.016878,0.020144,0.071615,466,183,0
0,110,8,0.016878,0.000000,0.111083,466,117,0
0,111,8,0.016878,0.000000,0.066007,466,172,0
0,112,8,0.016878,0.000000,0.049467,466,114,0
0,113,8,0.016878,0.000000,0.071615,466,179,0
0,114,8,0.016878,0.000000,0.080545,466,121,0
0,115,8,0.016878,0.000000,0.047694,466,164,0
0,116,8,0.016878,0.000000,0.035520,466,121,0
0,117,8,0.016878,0.000000,0.009624,466,127,0
0,118,8,0.016878,0.000000,0.058222,466,182,0
0,119,8,0.016878,0.000000,0.079932,466,114,0
0,120,8,0.016878,0.000000,0.054228,466,179,0
0,121,8,0.016878,0.075232,0.104842,466,108,1
0,122,8,0.016878,0.000000,0.011210,466,176,1
0,123,8,0.016878,0.000000,0.058975,466,127,0
0,124,8,0.016878,0.010387,0.000000,466,166,1
0,125,8,0.016878,0.002787,0.071881,466,115,1
0,126,8,0.016878,0.000000,0.074796,466,177,1
0,127,8,0.016878,0.000000,0.059058,466,126,0
0,128,8,0.016878,0.031087,0.013378,466,167,1
0,129,8,0.016878,0.000000,0.015567,466,129,1
0,130,8,0.016878,0.066562,0.112444,466,119,1
0,131,8,0.016878,0.000000,0.029939,466,108,0
0,132,8,0.016878,0.036946,0.052454,466,94,0
0,133,8,0.016878,0.000000,0.067915,466,103,0
0,134,8,0.016878,0.000000,0.035766,466,92,0
0,135,8,0.016878,0.000000,0.038811,466,102,0
0,136,8,0.016878,0.000000,0.088024,466,99,0
0,137,8,0.016878,0.000000,0.037977,466,101,0
0,138,8,0.016878,0.016242,0.023474,466,95,1
0,139,8,0.016878,0.000000,0.038811,466,95,0
0,140,8,0.016878,0.013318,0.057486,466,93,0
0,141,8,0.016878,0.016974,0.025266,466,94,0
0,142,8,0.016878,0.000000,0.025266,466,97,0
0,143,8,0.016878,0.000000,0.009624,466,93,0
0,144,6,0.012658,0.000000,0.058222,468,216,0
0,145,6,0.012658,0.000000,0.079932,468,220,0
0,146,6,0.012658,0.000000,0.054228,468,224,0
0,147,6,0.012658,0.000000,0.060281,468,222,1
0,148,6,0.012658,0.013802,0.011210,468,216,1
0,149,6,0.012658,0.000000,0.058975,468,231,0
0,150,6,0.012658,0.000000,0.000000,468,220,1
0,151,6,0.012658,0.000000,0.025130,468,216,1
0,152,6,0.012658,0.000000,0.011609,468,214,1
0,153,6,0.012658,0.000000,0.021881,468,230,0
0,154,6,0.012658,0.000000,0.006366,468,215,1
0,155,6,0.012658,0.000000,0.006366,468,214,1
0,156,6,0.012658,0.000000,0.012078,468,223,1
0,157,26,0.054852,0.000000,0.049927,448,76,0
0,158,8,0.016878,0.000000,0.101719,466,199,0
0,159,8,0.016878,0.000000,0.060566,466,117,0
0,160,8,0.016878,0.000000,0.000000,466,198,0
0,161,8,0.016878,0.000000,0.048184,466,119,0
0,162,8,0.016878,0.000000,0.107757,466,180,0
0,163,8,0.016878,0.000000,0.017806,466,117,0
0,164,8,0.016878,0.002965,0.023350,466,185,0
0,165,8,0.016878,0.016015,0.027297,466,119,1
0,166,8,0.016878,0.046048,0.108489,466,176,0
0,167,8,0.016878,0.016664,0.017454,466,122,1
0,168,8,0.016878,0.000000,0.087192,466,173,0
0,169,8,0.016878,0.000000,0.085716,466,124,0
0,170,8,0.016878,0.009252,0.119905,466,126,0
0,171,8,0.016878,0.000000,0.050138,466,184,0
0,172,8,0.016878,0.027250,0.047329,466,105,1
0,173,8,0.016878,0.000000,0.005243,466,186,1
0,174,8,0.016878,0.000000,0.046967,466,124,1
0,175,8,0.016878,0.017951,0.120798,466,178,0
0,176,8,0.016878,0.000000,0.048935,466,119,1
0,177,8,0.016878,0.000000,0.074221,466,175,0
0,178,8,0.016878,0.032804,0.074900,466,116,1
0,179,8,0.016878,0.008041,0.159587,466,179,0
0,180,8,0.016878,0.020216,0.049821,466,120,1
0,181,8,0.016878,0.000000,0.068978,466,172,0
0,182,8,0.016878,0.000000,0.054756,466,125,1
0,183,8,0.016878,0.000000,0.110320,466,129,0
0,184,8,0.016878,0.000000,0.137279,466,191,0
0,185,8,0.016878,0.000000,0.044932,466,134,0
0,186,8,0.016878,0.000000,0.010466,466,192,0
0,187,8,0.016878,0.000000,0.071202,466,121,0
0,188,8,0.016878,0.030464,0.162580,466,179,0
0,189,8,0.016878,0.000000,0.022695,466,129,0
0,190,8,0.016878,0.000000,0.000000,466,183,0
0,191,8,0.016878,0.000000,0.089959,466,118,0
0,192,8,0.016878,0.002190,0.054115,466,167,0
0,193,8,0.016878,0.000000,0.058927,466,138,0
0,194,8,0.016878,0.000000,0.152433,466,165,0
0,195,8,0.016878,0.055352,0.203813,466,113,0
0,196,8,0.016878,0.000000,0.066888,466,140,0
0,197,8,0.016878,0.000000,0.037829,466,179,1
0,198,8,0.016878,0.000000,0.070865,466,120,0
0,199,8,0.016878,0.000000,0.064783,466,180,0
0,200,8,0.016878,0.000000,0.036830,466,118,1
0,201,8,0.016878,0.023474,0.108607,466,171,0
0,202,8,0.016878,0.000000,0.085640,466,127,0
0,203,8,0.016878,0.015084,0.115065,466,178,0
0,204,8,0.016878,0.038811,0.053027,466,116,1
0,205,8,0.016878,0.000000,0.113432,466,181,0
0,206,8,0.016878,0.000000,0.069827,466,138,0
0,207,8,0.016878,0.000000,0.096946,466,192,0
0,208,8,0.016878,0.000000,0.041718,466,136,0
0,209,8,0.016878,0.025266,0.043191,466,132,1
0,210,8,0.016878,0.035151,0.085698,466,102,0
0,211,8,0.016878,0.024622,0.012309,466,104,1
0,212,8,0.016878,0.029728,0.010466,466,109,1
0,213,8,0.016878,0.003994,0.046958,466,104,0
0,214,8,0.016878,0.000000,0.104961,466,99,0
0,215,8,0.016878,0.000000,0.028849,466,94,0
0,216,8,0.016878,0.013764,0.000000,466,103,1
0,217,8,0.016878,0.000654,0.098337,466,94,0
0,218,8,0.016878,0.000000,0.029729,466,98,0
0,219,8,0.016878,0.000000,0.057883,466,98,0
0,220,8,0.016878,0.007686,0.088590,466,99,0
