iteration,vertex_id,degree_normalized,normalized_degree,dual_normalized,weighted_neighbor_dual_normalized,complement_degree_normalized,complement_dual_normalized,occurrence_rate,score_contribution
0,0,0.012987,0.007380,0.000000,0.000000,0.987013,1.000000,0.703125,0.000000
0,1,0.012987,0.007380,0.000000,0.000000,0.987013,1.000000,0.171875,0.000000
0,2,0.038961,0.011070,0.000000,0.101010,0.961039,0.908257,0.484375,0.000000
0,3,0.038961,0.011070,0.000000,0.101010,0.961039,0.908257,0.140625,0.000000
0,4,0.038961,0.011070,0.000000,0.137374,0.961039,0.875229,0.484375,0.000000
0,5,0.038961,0.011070,0.000000,0.137374,0.961039,0.875229,0.203125,0.000000
0,6,0.038961,0.011070,0.000000,0.119192,0.961039,0.891743,0.484375,0.000000
0,7,0.038961,0.011070,0.000000,0.119192,0.961039,0.891743,0.234375,0.000000
0,8,0.038961,0.011070,0.000000,0.131313,0.961039,0.880734,0.453125,0.000000
0,9,0.038961,0.011070,0.000000,0.131313,0.961039,0.880734,0.296875,0.000000
0,10,0.038961,0.011070,0.000000,0.155556,0.961039,0.858716,0.421875,0.000000
0,11,0.038961,0.011070,0.000000,0.155556,0.961039,0.858716,0.281250,0.000000
0,12,0.038961,0.011070,0.000000,0.456566,0.961039,0.585321,0.359375,0.000000
0,13,0.038961,0.011070,0.000000,0.456566,0.961039,0.585321,0.343750,0.000000
0,14,0.168831,0.029520,0.415584,0.884848,0.831169,0.137615,0.093750,0.083117
0,15,0.168831,0.029520,0.649351,1.000000,0.831169,0.000000,0.093750,0.129870
0,16,0.168831,0.029520,0.883117,0.963636,0.831169,0.000000,0.093750,0.176623
0,17,0.168831,0.029520,0.766234,0.981818,0.831169,0.000000,0.109375,0.153247
0,18,0.168831,0.029520,0.649351,0.969697,0.831169,0.027523,0.093750,0.129870
0,19,0.168831,0.029520,1.000000,0.945455,0.831169,0.000000,0.078125,0.200000
0,20,0.168831,0.029520,0.766234,0.860606,0.831169,0.110092,0.078125,0.240816
0,21,0.025974,0.009225,0.000000,0.121212,0.974026,0.889908,0.578125,0.000000
0,22,0.025974,0.009225,0.000000,0.121212,0.974026,0.889908,0.203125,0.000000
0,23,0.051948,0.012915,0.000000,0.222222,0.948052,0.798165,0.437500,0.000000
0,24,0.051948,0.012915,0.000000,0.222222,0.948052,0.798165,0.187500,0.000000
0,25,0.051948,0.012915,0.000000,0.258586,0.948052,0.765138,0.453125,0.000000
0,26,0.051948,0.012915,0.000000,0.258586,0.948052,0.765138,0.234375,0.000000
0,27,0.051948,0.012915,0.000000,0.240404,0.948052,0.781651,0.375000,0.000000
0,28,0.051948,0.012915,0.000000,0.240404,0.948052,0.781651,0.234375,0.000000
0,29,0.051948,0.012915,0.000000,0.222222,0.948052,0.798165,0.468750,0.000000
0,30,0.051948,0.012915,0.000000,0.222222,0.948052,0.798165,0.296875,0.000000
0,31,0.051948,0.012915,0.000000,0.276768,0.948052,0.748624,0.390625,0.000000
0,32,0.051948,0.012915,0.000000,0.276768,0.948052,0.748624,0.281250,0.000000
0,33,0.051948,0.012915,0.000000,0.422222,0.948052,0.616514,0.437500,0.000000
0,34,0.051948,0.012915,0.000000,0.422222,0.948052,0.616514,0.359375,0.000000
0,35,0.181818,0.031365,0.584416,0.971717,0.818182,0.034862,0.140625,0.116883
0,36,0.181818,0.031365,0.000000,0.935354,0.818182,0.150459,0.140625,0.000000
0,37,0.181818,0.031365,0.000000,0.898990,0.818182,0.183486,0.140625,0.000000
0,38,0.181818,0.031365,0.000000,0.917172,0.818182,0.166972,0.171875,0.000000
0,39,0.181818,0.031365,0.194805,0.935354,0.818182,0.122936,0.125000,0.038961
0,40,0.181818,0.031365,0.000000,0.880808,0.818182,0.200000,0.171875,0.000000
0,41,0.181818,0.031365,0.025974,0.800000,0.818182,0.269725,0.109375,0.008163
0,42,0.025974,0.009225,0.000000,0.066667,0.974026,0.939450,0.609375,0.000000
0,43,0.025974,0.009225,0.000000,0.066667,0.974026,0.939450,0.265625,0.000000
0,44,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.500000,0.000000
0,45,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.218750,0.000000
0,46,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.437500,0.000000
0,47,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.265625,0.000000
0,48,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.406250,0.000000
0,49,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.265625,0.000000
0,50,0.051948,0.012915,0.000000,0.096970,0.948052,0.911927,0.437500,0.000000
0,51,0.051948,0.012915,0.000000,0.096970,0.948052,0.911927,0.296875,0.000000
0,52,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.343750,0.000000
0,53,0.051948,0.012915,0.000000,0.066667,0.948052,0.939450,0.281250,0.000000
0,54,0.051948,0.012915,0.000000,0.222222,0.948052,0.798165,0.390625,0.000000
0,55,0.051948,0.012915,0.000000,0.222222,0.948052,0.798165,0.312500,0.000000
0,56,0.181818,0.031365,0.000000,0.101010,0.818182,0.908257,0.156250,0.000000
0,57,0.181818,0.031365,0.000000,0.252525,0.818182,0.770642,0.203125,0.000000
0,58,0.181818,0.031365,0.000000,0.252525,0.818182,0.770642,0.187500,0.000000
0,59,0.181818,0.031365,0.000000,0.252525,0.818182,0.770642,0.203125,0.000000
0,60,0.181818,0.031365,0.000000,0.222222,0.818182,0.798165,0.171875,0.000000
0,61,0.181818,0.031365,0.000000,0.252525,0.818182,0.770642,0.218750,0.000000
0,62,0.181818,0.031365,0.000000,0.248485,0.818182,0.774312,0.171875,0.000000
0,63,0.025974,0.009225,0.000000,0.084848,0.974026,0.922936,0.531250,0.000000
0,64,0.025974,0.009225,0.000000,0.084848,0.974026,0.922936,0.250000,0.000000
0,65,0.051948,0.012915,0.000000,0.084848,0.948052,0.922936,0.453125,0.000000
0,66,0.051948,0.012915,0.000000,0.084848,0.948052,0.922936,0.218750,0.000000
0,67,0.051948,0.012915,0.000000,0.084848,0.948052,0.922936,0.453125,0.000000
0,68,0.051948,0.012915,0.000000,0.084848,0.948052,0.922936,0.265625,0.000000
