iteration,vertex_id,degree,normalized_degree,dual,weighted_neighbor_dual,complement_degree,stable_set_occurrences,score_contribution
0,0,8,0.019802,0.000000,0.000000,396,245,0.000000
0,1,8,0.019802,0.000000,0.000000,396,93,0.000000
0,2,12,0.029703,0.000000,1.000000,392,181,0.000000
0,3,12,0.029703,0.000000,1.000000,392,83,0.000000
0,4,12,0.029703,0.000000,1.000000,392,186,0.000000
0,5,12,0.029703,0.000000,1.000000,392,108,0.000000
0,6,12,0.029703,0.000000,1.000000,392,168,0.000000
0,7,12,0.029703,0.000000,1.000000,392,121,0.000000
0,8,12,0.029703,0.000000,2.000000,392,150,0.000000
0,9,12,0.029703,0.000000,2.000000,392,130,0.000000
0,10,24,0.059406,0.770270,4.000000,380,51,1.000000
0,11,24,0.059406,0.635135,4.000000,380,52,0.371053
0,12,24,0.059406,0.635135,4.000000,380,58,0.371053
0,13,24,0.059406,0.635135,4.000000,380,57,0.371053
0,14,24,0.059406,0.635135,4.000000,380,50,0.371053
0,15,10,0.024752,0.000000,0.135135,394,195,0.000000
0,16,10,0.024752,0.000000,0.135135,394,82,0.000000
0,17,14,0.034653,0.000000,0.918919,390,148,0.000000
0,18,14,0.034653,0.000000,0.918919,390,77,0.000000
0,19,14,0.034653,0.000000,0.918919,390,154,0.000000
0,20,14,0.034653,0.000000,0.918919,390,102,0.000000
0,21,14,0.034653,0.000000,1.000000,390,141,0.000000
0,22,14,0.034653,0.000000,1.000000,390,112,0.000000
0,23,14,0.034653,0.000000,1.783784,390,138,0.000000
0,24,14,0.034653,0.000000,1.783784,390,124,0.000000
0,25,26,0.064356,0.216216,3.432432,378,68,0.676316
0,26,26,0.064356,0.148649,3.432432,378,70,0.086842
0,27,26,0.064356,0.135135,3.432432,378,70,0.078947
0,28,26,0.064356,0.135135,3.351351,378,70,0.078947
0,29,26,0.064356,0.135135,3.351351,378,64,0.078947
0,30,10,0.024752,0.000000,0.000000,394,207,0.000000
0,31,10,0.024752,0.000000,-0.000000,394,135,0.000000
0,32,14,0.034653,0.000000,0.216216,390,174,0.000000
0,33,14,0.034653,0.000000,0.216216,390,115,0.000000
0,34,14,0.034653,0.000000,0.216216,390,185,0.000000
0,35,14,0.034653,0.000000,0.216216,390,143,0.000000
0,36,14,0.034653,0.000000,0.135135,390,181,0.000000
0,37,14,0.034653,0.000000,0.135135,390,147,0.000000
0,38,14,0.034653,0.000000,0.432432,390,190,0.000000
0,39,14,0.034653,0.000000,0.432432,390,175,0.000000
0,40,26,0.064356,0.000000,0.783784,378,119,0.000000
0,41,26,0.064356,0.000000,0.783784,378,119,0.000000
0,42,26,0.064356,0.000000,0.783784,378,117,0.000000
0,43,26,0.064356,0.000000,0.864865,378,115,0.000000
0,44,26,0.064356,-0.000000,0.783784,378,123,0.000000
0,45,10,0.024752,0.000000,0.000000,394,112,0.000000
0,46,10,0.024752,0.000000,0.000000,394,83,0.000000
0,47,14,0.034653,-0.000000,0.000000,390,96,0.000000
0,48,14,0.034653,0.000000,0.000000,390,75,0.000000
0,49,14,0.034653,0.000000,0.000000,390,106,0.000000
0,50,14,0.034653,0.000000,0.000000,390,98,0.000000
0,51,14,0.034653,0.000000,0.000000,390,99,0.000000
0,52,14,0.034653,0.000000,0.000000,390,92,0.000000
0,53,14,0.034653,0.000000,0.081081,390,123,0.000000
0,54,14,0.034653,0.000000,0.081081,390,111,0.000000
0,55,26,0.064356,0.000000,0.081081,378,72,0.000000
0,56,26,0.064356,0.000000,0.081081,378,81,0.000000
0,57,26,0.064356,0.000000,0.081081,378,84,0.000000
0,58,26,0.064356,0.000000,0.081081,378,83,0.000000
0,59,26,0.064356,0.000000,0.000000,378,71,0.000000
0,60,8,0.019802,0.000000,0.000000,396,224,0.000000
0,61,8,0.019802,0.000000,0.000000,396,223,0.000000
0,62,10,0.024752,0.000000,0.000000,394,211,0.000000
0,63,10,0.024752,0.000000,0.000000,394,202,0.000000
0,64,10,0.024752,0.000000,0.000000,394,216,0.000000
0,65,10,0.024752,0.000000,0.000000,394,213,0.000000
0,66,10,0.024752,0.000000,0.000000,394,213,0.000000
0,67,10,0.024752,0.000000,0.000000,394,209,0.000000
0,68,10,0.024752,0.000000,0.000000,394,222,0.000000
0,69,10,0.024752,0.000000,0.000000,394,214,0.000000
0,70,16,0.039604,0.000000,0.000000,388,195,0.000000
0,71,16,0.039604,0.000000,0.000000,388,200,0.000000
0,72,16,0.039604,0.000000,0.000000,388,192,0.000000
0,73,16,0.039604,0.000000,0.000000,388,199,0.000000
0,74,16,0.039604,0.000000,0.000000,388,195,0.000000
0,75,38,0.094059,-0.000000,0.135135,366,55,0.000000
0,76,38,0.094059,0.135135,1.000000,366,57,0.078947
0,77,38,0.094059,-0.000000,0.216216,366,52,0.000000
0,78,38,0.094059,-0.000000,0.135135,366,82,0.000000
0,79,38,0.094059,-0.000000,0.135135,366,52,0.000000
0,80,9,0.022277,0.000000,0.216216,395,227,0.000000
0,81,9,0.022277,0.000000,0.216216,395,96,0.000000
0,82,13,0.032178,0.000000,1.000000,391,156,0.000000
0,83,13,0.032178,-0.000000,1.000000,391,79,0.000000
0,84,13,0.032178,0.000000,0.986486,391,173,0.000000
0,85,13,0.032178,0.000000,0.986486,391,125,0.000000
0,86,13,0.032178,0.000000,0.986486,391,162,0.000000
0,87,13,0.032178,0.000000,0.986486,391,119,0.000000
0,88,13,0.032178,0.000000,1.986486,391,154,0.000000
0,89,13,0.032178,0.000000,1.986486,391,136,0.000000
0,90,25,0.061881,0.013514,3.324324,379,72,0.007895
0,91,25,0.061881,0.148649,3.527027,379,74,0.086842
0,92,25,0.061881,0.148649,3.540541,379,73,0.086842
0,93,25,0.061881,0.229730,3.540541,379,71,0.134211
0,94,25,0.061881,0.148649,3.527027,379,63,0.086842
0,95,11,0.027228,0.000000,0.351351,393,163,0.000000
0,96,11,0.027228,0.000000,0.351351,393,81,0.000000
0,97,15,0.037129,0.000000,0.986486,389,124,0.000000
0,98,15,0.037129,0.000000,0.986486,389,68,0.000000
0,99,15,0.037129,0.000000,0.986486,389,144,0.000000
0,100,15,0.037129,0.000000,0.986486,389,100,0.000000
0,101,15,0.037129,0.000000,0.986486,389,136,0.000000
0,102,15,0.037129,0.000000,0.986486,389,107,0.000000
0,103,15,0.037129,0.000000,1.756757,389,136,0.000000
0,104,15,0.037129,0.000000,1.756757,389,111,0.000000
0,105,27,0.066832,0.000000,2.891892,377,76,0.000000
0,106,27,0.066832,0.067568,3.027027,377,75,0.039474
0,107,27,0.066832,0.081081,3.027027,377,76,0.047368
0,108,27,0.066832,0.000000,3.027027,377,71,0.000000
0,109,27,0.066832,0.081081,3.027027,377,70,0.047368
0,110,11,0.027228,0.000000,0.216216,393,203,0.000000
0,111,11,0.027228,0.000000,0.216216,393,123,0.000000
0,112,15,0.037129,0.000000,0.364865,389,158,0.000000
0,113,15,0.037129,0.000000,0.364865,389,114,0.000000
0,114,15,0.037129,0.000000,0.351351,389,165,0.000000
0,115,15,0.037129,0.000000,0.351351,389,141,0.000000
0,116,15,0.037129,0.000000,0.351351,389,165,0.000000
0,117,15,0.037129,0.000000,0.351351,389,144,0.000000
0,118,15,0.037129,0.000000,0.581081,389,172,0.000000
0,119,15,0.037129,0.000000,0.581081,389,164,0.000000
0,120,27,0.066832,0.000000,0.783784,377,109,0.000000
0,121,27,0.066832,0.000000,0.851351,377,108,0.000000
0,122,27,0.066832,0.000000,0.864865,377,114,0.000000
0,123,27,0.066832,0.000000,0.864865,377,117,0.000000
0,124,27,0.066832,0.081081,0.851351,377,108,0.047368
0,125,11,0.027228,0.000000,0.216216,393,91,0.000000
0,126,11,0.027228,0.000000,0.216216,393,76,0.000000
0,127,15,0.037129,0.000000,0.216216,389,81,0.000000
0,128,15,0.037129,0.000000,0.216216,389,73,0.000000
0,129,15,0.037129,0.000000,0.216216,389,92,0.000000
0,130,15,0.037129,0.000000,0.216216,389,83,0.000000
0,131,15,0.037129,0.000000,0.216216,389,86,0.000000
0,132,15,0.037129,0.000000,0.216216,389,85,0.000000
0,133,15,0.037129,0.000000,0.216216,389,104,0.000000
0,134,15,0.037129,0.000000,0.216216,389,95,0.000000
0,135,27,0.066832,0.000000,0.216216,377,75,0.000000
0,136,27,0.066832,0.000000,0.216216,377,69,0.000000
0,137,27,0.066832,0.000000,0.216216,377,70,0.000000
0,138,27,0.066832,0.000000,0.216216,377,71,0.000000
0,139,27,0.066832,0.000000,0.216216,377,73,0.000000
0,140,9,0.022277,0.000000,0.216216,395,223,0.000000
0,141,9,0.022277,0.000000,0.216216,395,221,0.000000
0,142,11,0.027228,0.000000,0.216216,393,206,0.000000
0,143,11,0.027228,0.000000,0.216216,393,210,0.000000
0,144,11,0.027228,0.000000,0.216216,393,217,0.000000
0,145,11,0.027228,0.000000,0.216216,393,215,0.000000
0,146,11,0.027228,0.000000,0.216216,393,216,0.000000
0,147,11,0.027228,0.000000,0.216216,393,213,0.000000
0,148,11,0.027228,0.000000,0.216216,393,220,0.000000
0,149,11,0.027228,0.000000,0.216216,393,219,0.000000
0,150,17,0.042079,0.000000,0.216216,387,195,0.000000
0,151,17,0.042079,0.000000,0.216216,387,197,0.000000
0,152,17,0.042079,0.000000,0.216216,387,193,0.000000
0,153,17,0.042079,0.000000,0.216216,387,205,0.000000
0,154,17,0.042079,0.000000,0.216216,387,196,0.000000
0,155,39,0.096535,-0.000000,0.351351,365,67,0.000000
0,156,39,0.096535,-0.000000,1.000000,365,63,0.000000
0,157,39,0.096535,-0.000000,0.351351,365,58,0.000000
0,158,39,0.096535,-0.000000,0.351351,365,102,0.000000
0,159,39,0.096535,-0.000000,0.351351,365,62,0.000000
0,160,9,0.022277,0.000000,0.000000,395,220,0.000000
0,161,9,0.022277,0.000000,0.000000,395,125,0.000000
0,162,13,0.032178,0.000000,0.216216,391,169,0.000000
0,163,13,0.032178,0.000000,0.216216,391,106,0.000000
0,164,13,0.032178,0.000000,0.229730,391,186,0.000000
0,165,13,0.032178,0.000000,0.229730,391,135,0.000000
0,166,13,0.032178,0.000000,0.229730,391,167,0.000000
0,167,13,0.032178,0.000000,0.229730,391,137,0.000000
0,168,13,0.032178,0.000000,0.243243,391,185,0.000000
0,169,13,0.032178,0.000000,0.243243,391,163,0.000000
0,170,25,0.061881,0.000000,0.905405,379,104,0.000000
0,171,25,0.061881,0.000000,0.702703,379,105,0.000000
0,172,25,0.061881,0.000000,0.689189,379,101,0.000000
0,173,25,0.061881,0.000000,0.689189,379,105,0.000000
0,174,25,0.061881,-0.000000,0.689189,379,97,0.000000
0,175,11,0.027228,0.000000,-0.000000,393,183,0.000000
0,176,11,0.027228,0.000000,-0.000000,393,110,0.000000
0,177,15,0.037129,0.000000,0.148649,389,154,0.000000
0,178,15,0.037129,0.000000,0.148649,389,95,0.000000
0,179,15,0.037129,0.000000,0.148649,389,153,0.000000
0,180,15,0.037129,0.000000,0.148649,389,115,0.000000
0,181,15,0.037129,0.000000,0.229730,389,146,0.000000
0,182,15,0.037129,0.000000,0.229730,389,129,0.000000
0,183,15,0.037129,0.000000,0.243243,389,157,0.000000
0,184,15,0.037129,0.000000,0.243243,389,145,0.000000
0,185,27,0.066832,-0.000000,0.756757,377,98,0.000000
0,186,27,0.066832,0.000000,0.621622,377,96,0.000000
0,187,27,0.066832,0.000000,0.621622,377,101,0.000000
0,188,27,0.066832,0.000000,0.540541,377,97,0.000000
0,189,27,0.066832,0.013514,0.540541,377,96,0.557895
0,190,11,0.027228,0.000000,0.000000,393,202,0.000000
0,191,11,0.027228,0.000000,0.000000,393,160,0.000000
0,192,15,0.037129,0.000000,0.067568,389,179,0.000000
0,193,15,0.037129,0.000000,0.067568,389,138,0.000000
0,194,15,0.037129,0.000000,0.081081,389,183,0.000000
0,195,15,0.037129,0.000000,0.081081,389,154,0.000000
0,196,15,0.037129,0.000000,0.000000,389,181,0.000000
0,197,15,0.037129,0.000000,0.000000,389,156,0.000000
0,198,15,0.037129,0.000000,0.081081,389,189,0.000000
0,199,15,0.037129,0.000000,0.081081,389,176,0.000000
